Tarih,Mahalle,Elektrik_Tuketim,Su_Tuketim,Dogalgaz_Tuketim
2022-01-01 05:30:00,İzzetpaşa,1268.08,15.5,2773.88
2022-01-01 05:30:00,Sanayi,12070.38,83.47,49.44
2022-01-01 06:00:00,Çaydaçıra,1271.57,16.5,3206.71
2022-01-01 06:00:00,İzzetpaşa,970.12,12.83,2876.84
2022-01-01 06:00:00,Sanayi,12878.67,80.09,46.88
2022-01-01 06:30:00,Çaydaçıra,2339.66,50.17,3575.94
2022-01-01 06:30:00,İzzetpaşa,1805.1,45.84,3557.23
2022-01-01 06:30:00,Sanayi,14107.89,83.29,56.62
2022-01-01 07:00:00,Çaydaçıra,3080.15,89.48,3779.66
2022-01-01 07:00:00,İzzetpaşa,2228.32,72.5,3127.83
2022-01-01 07:00:00,Sanayi,12851.98,89.4,49.81
2022-01-01 07:30:00,Çaydaçıra,4143.44,124.38,3652.5
2022-01-01 07:30:00,İzzetpaşa,2995.22,113.59,3029.21
2022-01-01 07:30:00,Sanayi,13260.56,84.3,49.86
2022-01-01 08:00:00,Çaydaçıra,4213.06,198.93,3234.69
2022-01-01 08:00:00,İzzetpaşa,3549.0,125.64,2851.99
2022-01-01 08:00:00,Sanayi,12337.81,95.44,49.53
2022-01-01 08:30:00,Çaydaçıra,4891.49,217.0,3582.34
2022-01-01 08:30:00,İzzetpaşa,3946.37,166.86,2791.34
2022-01-01 08:30:00,Sanayi,13385.6,89.16,48.4
2022-01-01 09:00:00,Çaydaçıra,5615.92,239.62,3138.14
2022-01-01 09:00:00,İzzetpaşa,4073.33,174.25,2896.3
2022-01-01 09:00:00,Sanayi,14169.48,94.84,50.72
2022-01-01 09:30:00,Çaydaçıra,4691.65,262.02,3256.9
2022-01-01 09:30:00,İzzetpaşa,3500.4,216.44,3194.58
2022-01-01 09:30:00,Sanayi,12544.61,86.67,48.91
2022-01-01 10:00:00,Çaydaçıra,5298.29,362.44,3225.44
2022-01-01 10:00:00,İzzetpaşa,3663.42,238.37,3077.18
2022-01-01 10:00:00,Sanayi,14088.09,81.85,47.97
2022-01-01 10:30:00,Çaydaçıra,5443.45,272.05,3472.09
2022-01-01 10:30:00,İzzetpaşa,4000.58,240.37,2848.21
2022-01-01 10:30:00,Sanayi,12305.73,84.46,49.99
2022-01-01 11:00:00,Çaydaçıra,4837.41,317.8,2715.27
2022-01-01 11:00:00,İzzetpaşa,4316.5,242.82,2916.65
2022-01-01 11:00:00,Sanayi,13570.96,80.36,52.25
2022-01-01 11:30:00,Çaydaçıra,5293.09,348.06,3172.42
2022-01-01 11:30:00,İzzetpaşa,3831.36,288.53,3089.65
2022-01-01 11:30:00,Sanayi,14773.9,97.96,55.39
2022-01-01 12:00:00,Çaydaçıra,4762.69,272.9,3348.5
2022-01-01 12:00:00,İzzetpaşa,3698.28,201.01,2772.63
2022-01-01 12:00:00,Sanayi,12878.75,102.1,48.71
2022-01-01 12:30:00,Çaydaçıra,6427.14,205.99,3151.09
2022-01-01 12:30:00,İzzetpaşa,3544.95,148.68,2882.47
2022-01-01 12:30:00,Sanayi,12937.62,98.5,49.63
2022-01-01 13:00:00,Çaydaçıra,5661.54,133.34,3160.06
2022-01-01 13:00:00,İzzetpaşa,3780.27,93.67,2607.97
2022-01-01 13:00:00,Sanayi,15236.49,83.9,50.43
2022-01-01 13:30:00,Çaydaçıra,5374.95,126.74,3380.43
2022-01-01 13:30:00,İzzetpaşa,4337.18,98.08,2922.48
2022-01-01 13:30:00,Sanayi,13555.02,81.97,50.42
2022-01-01 14:00:00,Çaydaçıra,5541.19,139.35,3214.95
2022-01-01 14:00:00,İzzetpaşa,3581.8,86.37,2690.36
2022-01-01 14:00:00,Sanayi,13687.03,90.33,48.69
2022-01-01 14:30:00,Çaydaçıra,5202.7,134.38,3244.13
2022-01-01 14:30:00,İzzetpaşa,3509.52,84.96,2855.22
2022-01-01 14:30:00,Sanayi,14870.7,94.56,48.29
2022-01-01 15:00:00,Çaydaçıra,4940.99,116.1,3568.11
2022-01-01 15:00:00,İzzetpaşa,4389.68,92.29,2960.91
2022-01-01 15:00:00,Sanayi,13721.95,93.62,53.92
2022-01-01 15:30:00,Çaydaçıra,4197.28,126.17,3174.23
2022-01-01 15:30:00,İzzetpaşa,3889.6,89.65,3162.98
2022-01-01 15:30:00,Sanayi,14249.88,84.94,54.2
2022-01-01 16:00:00,Çaydaçıra,5648.68,119.21,3286.18
2022-01-01 16:00:00,İzzetpaşa,3519.09,89.38,2720.75
2022-01-01 16:00:00,Sanayi,14235.15,90.29,47.77
2022-01-01 16:30:00,Çaydaçıra,5512.18,129.65,3276.99
2022-01-01 16:30:00,İzzetpaşa,4443.01,93.94,2986.38
2022-01-01 16:30:00,Sanayi,12049.51,86.05,51.21
2022-01-01 17:00:00,Çaydaçıra,6295.07,110.54,3051.07
2022-01-01 17:00:00,İzzetpaşa,4128.54,80.08,3301.26
2022-01-01 17:00:00,Sanayi,14149.98,92.18,49.91
2022-01-01 17:30:00,Çaydaçıra,7595.72,131.8,3498.08
2022-01-01 17:30:00,İzzetpaşa,4880.8,101.46,3156.32
2022-01-01 17:30:00,Sanayi,13961.5,99.82,54.45
2022-01-01 18:00:00,Çaydaçıra,7109.43,172.44,3595.07
2022-01-01 18:00:00,İzzetpaşa,4717.98,128.88,3279.38
2022-01-01 18:00:00,Sanayi,14080.85,87.26,50.29
2022-01-01 18:30:00,Çaydaçıra,7164.26,210.48,3116.25
2022-01-01 18:30:00,İzzetpaşa,6893.96,163.03,2926.61
2022-01-01 18:30:00,Sanayi,16880.19,90.93,52.2
2022-01-01 19:00:00,Çaydaçıra,7663.63,253.41,3363.46
2022-01-01 19:00:00,İzzetpaşa,6228.33,186.12,3305.26
2022-01-01 19:00:00,Sanayi,16878.88,86.06,50.93
2022-01-01 19:30:00,Çaydaçıra,7749.37,230.65,3284.88
2022-01-01 19:30:00,İzzetpaşa,5989.42,163.47,3016.42
2022-01-01 19:30:00,Sanayi,13445.87,84.85,52.08
2022-01-01 20:00:00,Çaydaçıra,8335.04,263.53,3485.21
2022-01-01 20:00:00,İzzetpaşa,6460.79,182.83,3005.16
2022-01-01 20:00:00,Sanayi,14171.11,86.62,50.62
2022-01-01 20:30:00,Çaydaçıra,7636.63,273.81,3497.1
2022-01-01 20:30:00,İzzetpaşa,6487.59,172.8,3356.38
2022-01-01 20:30:00,Sanayi,15037.37,92.25,47.37
2022-01-01 21:00:00,Çaydaçıra,7565.2,280.67,3508.48
2022-01-01 21:00:00,İzzetpaşa,5547.21,192.65,2821.59
2022-01-01 21:00:00,Sanayi,13669.45,78.83,44.52
2022-01-01 21:30:00,Çaydaçıra,6833.41,253.4,3166.92
2022-01-01 21:30:00,İzzetpaşa,6094.97,156.78,2810.16
2022-01-01 21:30:00,Sanayi,14200.69,83.24,48.87
2022-01-01 22:00:00,Çaydaçıra,7211.52,196.97,3237.1
2022-01-01 22:00:00,İzzetpaşa,4777.36,134.01,2792.95
2022-01-01 22:00:00,Sanayi,12869.34,70.97,51.42
2022-01-01 22:30:00,Çaydaçıra,7416.88,182.15,3305.92
2022-01-01 22:30:00,İzzetpaşa,5000.18,118.98,3071.4
2022-01-01 22:30:00,Sanayi,16335.22,76.52,48.92
2022-01-01 23:00:00,Çaydaçıra,5737.26,121.47,3258.34
2022-01-01 23:00:00,İzzetpaşa,3598.52,99.21,3105.03
2022-01-01 23:00:00,Sanayi,15840.3,87.57,49.68
2022-01-01 23:30:00,Çaydaçıra,5056.81,83.43,3271.21
2022-01-01 23:30:00,İzzetpaşa,3503.48,66.37,3060.96
2022-01-01 23:30:00,Sanayi,13418.48,71.7,48.6
2022-01-02 00:00:00,Çaydaçıra,3538.44,65.27,3395.14
2022-01-02 00:00:00,İzzetpaşa,2428.23,45.51,3055.55
2022-01-02 00:00:00,Sanayi,14382.5,68.74,48.02
2022-01-02 00:30:00,Çaydaçıra,3270.53,61.35,3147.22
2022-01-02 00:30:00,İzzetpaşa,2387.1,47.17,2823.99
2022-01-02 00:30:00,Sanayi,12227.19,85.13,53.17
2022-01-02 01:00:00,Çaydaçıra,3247.55,63.87,3390.63
2022-01-02 01:00:00,İzzetpaşa,2172.57,41.64,2818.72
2022-01-02 01:00:00,Sanayi,16042.83,87.94,49.54
2022-01-02 01:30:00,Çaydaçıra,2865.62,51.33,3190.02
2022-01-02 01:30:00,İzzetpaşa,2142.15,36.4,3210.15
2022-01-02 01:30:00,Sanayi,14570.82,76.93,52.55
2022-01-02 02:00:00,Çaydaçıra,3011.46,48.19,3193.5
2022-01-02 02:00:00,İzzetpaşa,2152.42,33.3,3019.05
2022-01-02 02:00:00,Sanayi,14835.71,81.16,53.04
2022-01-02 02:30:00,Çaydaçıra,2432.94,44.12,2981.21
2022-01-02 02:30:00,İzzetpaşa,2177.48,27.88,3177.9
2022-01-02 02:30:00,Sanayi,15597.49,72.12,54.85
2022-01-02 03:00:00,Çaydaçıra,2582.05,38.61,3168.33
2022-01-02 03:00:00,İzzetpaşa,1983.27,29.51,2954.79
2022-01-02 03:00:00,Sanayi,14022.03,77.97,54.11
2022-01-02 03:30:00,Çaydaçıra,2527.13,40.21,3327.7
2022-01-02 03:30:00,İzzetpaşa,1751.71,28.98,2870.15
2022-01-02 03:30:00,Sanayi,13755.08,81.79,49.0
2022-01-02 04:00:00,Çaydaçıra,2030.64,30.4,3001.29
2022-01-02 04:00:00,İzzetpaşa,1380.48,25.71,2858.58
2022-01-02 04:00:00,Sanayi,15357.32,84.23,50.36
2022-01-02 04:30:00,Çaydaçıra,1747.44,28.92,3057.62
2022-01-02 04:30:00,İzzetpaşa,1373.11,23.43,2956.0
2022-01-02 04:30:00,Sanayi,15961.02,76.22,49.93
2022-01-02 05:00:00,Çaydaçıra,1866.75,26.55,3325.02
2022-01-02 05:00:00,İzzetpaşa,1036.87,19.34,3063.25
2022-01-02 05:00:00,Sanayi,13466.64,82.62,50.52
2022-01-02 05:30:00,Çaydaçıra,1443.59,19.83,3301.82
2022-01-02 05:30:00,İzzetpaşa,1076.69,15.1,2807.71
2022-01-02 05:30:00,Sanayi,13501.32,91.39,52.64
2022-01-02 06:00:00,Çaydaçıra,1378.92,18.11,3326.63
2022-01-02 06:00:00,İzzetpaşa,989.73,11.31,3110.7
2022-01-02 06:00:00,Sanayi,15852.86,76.28,47.51
2022-01-02 06:30:00,Çaydaçıra,2283.99,57.54,3210.14
2022-01-02 06:30:00,İzzetpaşa,1895.79,40.41,3262.44
2022-01-02 06:30:00,Sanayi,13932.65,85.8,51.23
2022-01-02 07:00:00,Çaydaçıra,2907.35,87.61,3750.67
2022-01-02 07:00:00,İzzetpaşa,2262.97,77.52,2950.48
2022-01-02 07:00:00,Sanayi,13267.03,83.85,52.37
2022-01-02 07:30:00,Çaydaçıra,3967.91,134.05,3493.01
2022-01-02 07:30:00,İzzetpaşa,3070.98,92.86,3127.81
2022-01-02 07:30:00,Sanayi,13775.79,78.02,49.37
2022-01-02 08:00:00,Çaydaçıra,5100.39,183.98,3469.48
2022-01-02 08:00:00,İzzetpaşa,3652.04,127.09,3109.6
2022-01-02 08:00:00,Sanayi,12089.48,98.32,47.55
2022-01-02 08:30:00,Çaydaçıra,5036.8,211.7,3433.38
2022-01-02 08:30:00,İzzetpaşa,3665.75,183.64,3098.57
2022-01-02 08:30:00,Sanayi,12426.83,73.32,50.84
2022-01-02 09:00:00,Çaydaçıra,4622.79,222.13,3041.43
2022-01-02 09:00:00,İzzetpaşa,3480.11,200.64,3056.38
2022-01-02 09:00:00,Sanayi,14115.78,83.85,47.93
2022-01-02 09:30:00,Çaydaçıra,3924.46,275.13,3447.44
2022-01-02 09:30:00,İzzetpaşa,3925.18,205.29,2842.98
2022-01-02 09:30:00,Sanayi,14219.44,74.14,51.26
2022-01-02 10:00:00,Çaydaçıra,5252.32,361.49,3183.81
2022-01-02 10:00:00,İzzetpaşa,3708.11,247.31,2926.78
2022-01-02 10:00:00,Sanayi,12231.25,68.88,50.22
2022-01-02 10:30:00,Çaydaçıra,5017.98,361.9,3189.04
2022-01-02 10:30:00,İzzetpaşa,3851.67,266.28,2883.37
2022-01-02 10:30:00,Sanayi,15258.81,91.98,52.14
2022-01-02 11:00:00,Çaydaçıra,5622.28,377.25,3182.24
2022-01-02 11:00:00,İzzetpaşa,3677.7,233.55,3281.71
2022-01-02 11:00:00,Sanayi,12409.59,88.32,53.21
2022-01-02 11:30:00,Çaydaçıra,5145.35,342.62,3084.56
2022-01-02 11:30:00,İzzetpaşa,4274.21,240.27,3141.08
2022-01-02 11:30:00,Sanayi,15179.42,100.06,51.77
2022-01-02 12:00:00,Çaydaçıra,5198.26,262.49,2851.04
2022-01-02 12:00:00,İzzetpaşa,3776.33,196.83,3229.09
2022-01-02 12:00:00,Sanayi,15276.09,79.47,46.64
2022-01-02 12:30:00,Çaydaçıra,5127.63,205.76,3028.99
2022-01-02 12:30:00,İzzetpaşa,4598.77,142.48,2548.07
2022-01-02 12:30:00,Sanayi,14910.56,94.4,48.65
2022-01-02 13:00:00,Çaydaçıra,5369.86,137.75,3068.5
2022-01-02 13:00:00,İzzetpaşa,4158.95,101.59,2776.48
2022-01-02 13:00:00,Sanayi,13756.29,86.38,48.99
2022-01-02 13:30:00,Çaydaçıra,5293.64,127.48,3132.42
2022-01-02 13:30:00,İzzetpaşa,3934.68,88.57,2892.87
2022-01-02 13:30:00,Sanayi,12591.28,93.17,45.14
2022-01-02 14:00:00,Çaydaçıra,5359.78,138.2,3144.82
2022-01-02 14:00:00,İzzetpaşa,3765.19,110.67,2681.4
2022-01-02 14:00:00,Sanayi,14228.56,85.33,49.28
2022-01-02 14:30:00,Çaydaçıra,5062.03,140.73,3341.95
2022-01-02 14:30:00,İzzetpaşa,3874.89,92.23,3096.1
2022-01-02 14:30:00,Sanayi,15889.62,89.11,50.11
2022-01-02 15:00:00,Çaydaçıra,4881.36,110.73,3483.28
2022-01-02 15:00:00,İzzetpaşa,3863.79,89.23,2679.23
2022-01-02 15:00:00,Sanayi,12525.38,91.68,48.67
2022-01-02 15:30:00,Çaydaçıra,5335.82,134.4,3475.36
2022-01-02 15:30:00,İzzetpaşa,4019.26,106.16,3062.52
2022-01-02 15:30:00,Sanayi,13696.98,82.25,50.71
2022-01-02 16:00:00,Çaydaçıra,5732.44,114.36,3216.38
2022-01-02 16:00:00,İzzetpaşa,3979.45,93.78,3053.7
2022-01-02 16:00:00,Sanayi,11669.61,81.52,51.68
2022-01-02 16:30:00,Çaydaçıra,5510.86,111.88,3432.1
2022-01-02 16:30:00,İzzetpaşa,3769.78,82.03,3080.44
2022-01-02 16:30:00,Sanayi,13947.62,87.77,47.4
2022-01-02 17:00:00,Çaydaçıra,5089.39,131.92,3362.17
2022-01-02 17:00:00,İzzetpaşa,3996.07,69.05,3027.94
2022-01-02 17:00:00,Sanayi,14113.02,99.38,52.29
2022-01-02 17:30:00,Çaydaçıra,6291.44,136.74,3211.91
2022-01-02 17:30:00,İzzetpaşa,4899.13,109.1,2916.1
2022-01-02 17:30:00,Sanayi,15392.56,95.62,44.65
2022-01-02 18:00:00,Çaydaçıra,7278.87,169.29,3587.39
2022-01-02 18:00:00,İzzetpaşa,5744.77,121.0,3096.44
2022-01-02 18:00:00,Sanayi,16013.9,86.39,53.07
2022-01-02 18:30:00,Çaydaçıra,7543.36,241.32,3169.7
2022-01-02 18:30:00,İzzetpaşa,5483.47,149.99,2804.59
2022-01-02 18:30:00,Sanayi,13420.39,88.51,52.74
2022-01-02 19:00:00,Çaydaçıra,8248.25,273.85,3553.93
2022-01-02 19:00:00,İzzetpaşa,6336.06,173.09,2991.02
2022-01-02 19:00:00,Sanayi,13747.45,93.84,51.03
2022-01-02 19:30:00,Çaydaçıra,8445.12,240.99,3350.13
2022-01-02 19:30:00,İzzetpaşa,7024.45,168.02,2929.57
2022-01-02 19:30:00,Sanayi,12891.59,84.62,53.28
2022-01-02 20:00:00,Çaydaçıra,9694.73,266.84,3360.72
2022-01-02 20:00:00,İzzetpaşa,7554.93,179.29,3307.45
2022-01-02 20:00:00,Sanayi,13069.73,94.65,49.43
2022-01-02 20:30:00,Çaydaçıra,8964.69,257.64,3599.08
2022-01-02 20:30:00,İzzetpaşa,6252.6,172.57,3148.15
2022-01-02 20:30:00,Sanayi,15046.66,90.16,48.38
2022-01-02 21:00:00,Çaydaçıra,7975.97,267.62,3683.46
2022-01-02 21:00:00,İzzetpaşa,5952.86,183.32,2923.63
2022-01-02 21:00:00,Sanayi,13040.7,78.29,48.44
2022-01-02 21:30:00,Çaydaçıra,8438.39,207.36,3341.34
2022-01-02 21:30:00,İzzetpaşa,5205.09,155.29,3192.67
2022-01-02 21:30:00,Sanayi,13536.89,84.37,50.43
2022-01-02 22:00:00,Çaydaçıra,7269.66,189.73,3503.92
2022-01-02 22:00:00,İzzetpaşa,4811.61,140.3,3051.28
2022-01-02 22:00:00,Sanayi,15407.25,77.86,50.53
2022-01-02 22:30:00,Çaydaçıra,6331.83,167.02,3596.05
2022-01-02 22:30:00,İzzetpaşa,3939.49,97.66,2875.15
2022-01-02 22:30:00,Sanayi,12523.04,78.31,48.35
2022-01-02 23:00:00,Çaydaçıra,6051.61,113.64,3377.83
2022-01-02 23:00:00,İzzetpaşa,3960.74,80.74,3160.43
2022-01-02 23:00:00,Sanayi,14130.27,71.17,52.73
2022-01-02 23:30:00,Çaydaçıra,4481.84,89.79,3347.08
2022-01-02 23:30:00,İzzetpaşa,3589.59,70.31,3143.38
2022-01-02 23:30:00,Sanayi,13020.78,101.61,47.95
2022-01-03 00:00:00,Çaydaçıra,3551.58,60.55,3038.0
2022-01-03 00:00:00,İzzetpaşa,2019.5,48.29,2667.43
2022-01-03 00:00:00,Sanayi,13427.69,77.58,48.15
2022-01-03 00:30:00,Çaydaçıra,2815.72,54.63,2782.52
2022-01-03 00:30:00,İzzetpaşa,2289.07,33.51,2474.83
2022-01-03 00:30:00,Sanayi,13196.2,85.92,54.64
2022-01-03 01:00:00,Çaydaçıra,2959.72,45.33,2723.86
2022-01-03 01:00:00,İzzetpaşa,2318.37,37.39,2599.15
2022-01-03 01:00:00,Sanayi,11694.14,77.53,48.93
2022-01-03 01:30:00,Çaydaçıra,2374.2,42.63,2817.42
2022-01-03 01:30:00,İzzetpaşa,2245.55,37.46,2519.54
2022-01-03 01:30:00,Sanayi,10754.47,84.45,55.43
2022-01-03 02:00:00,Çaydaçıra,2274.65,38.09,2857.48
2022-01-03 02:00:00,İzzetpaşa,1826.72,29.5,2527.71
2022-01-03 02:00:00,Sanayi,12732.45,83.78,53.78
2022-01-03 02:30:00,Çaydaçıra,2068.98,30.99,2535.37
2022-01-03 02:30:00,İzzetpaşa,1633.11,23.92,2648.99
2022-01-03 02:30:00,Sanayi,13785.14,82.35,47.53
2022-01-03 03:00:00,Çaydaçıra,1985.13,24.75,2717.95
2022-01-03 03:00:00,İzzetpaşa,1468.66,21.18,2552.56
2022-01-03 03:00:00,Sanayi,13040.66,79.12,51.22
2022-01-03 03:30:00,Çaydaçıra,1716.54,17.0,2828.2
2022-01-03 03:30:00,İzzetpaşa,1674.43,17.64,2369.16
2022-01-03 03:30:00,Sanayi,12002.51,93.59,53.1
2022-01-03 04:00:00,Çaydaçıra,1686.76,15.51,2360.44
2022-01-03 04:00:00,İzzetpaşa,1504.78,14.83,2430.12
2022-01-03 04:00:00,Sanayi,13795.08,101.25,52.27
2022-01-03 04:30:00,Çaydaçıra,1541.88,56.84,2667.73
2022-01-03 04:30:00,İzzetpaşa,1413.72,14.98,2559.71
2022-01-03 04:30:00,Sanayi,13490.72,87.96,49.22
2022-01-03 05:00:00,Çaydaçıra,1046.89,93.34,2965.11
2022-01-03 05:00:00,İzzetpaşa,1023.38,11.16,2537.16
2022-01-03 05:00:00,Sanayi,13611.83,84.65,49.63
2022-01-03 05:30:00,Çaydaçıra,2550.23,133.41,2579.16
2022-01-03 05:30:00,İzzetpaşa,1001.55,38.82,2583.04
2022-01-03 05:30:00,Sanayi,12570.79,97.57,55.37
2022-01-03 06:00:00,Çaydaçıra,3534.52,177.08,3050.08
2022-01-03 06:00:00,İzzetpaşa,828.61,66.32,2682.15
2022-01-03 06:00:00,Sanayi,12421.64,100.58,48.58
2022-01-03 06:30:00,Çaydaçıra,4431.62,198.2,3050.41
2022-01-03 06:30:00,İzzetpaşa,1958.97,99.82,2577.1
2022-01-03 06:30:00,Sanayi,13659.58,80.93,53.15
2022-01-03 07:00:00,Çaydaçıra,6607.31,218.13,3029.15
2022-01-03 07:00:00,İzzetpaşa,2685.37,121.72,2665.37
2022-01-03 07:00:00,Sanayi,14466.33,99.12,49.65
2022-01-03 07:30:00,Çaydaçıra,6768.02,224.4,2859.5
2022-01-03 07:30:00,İzzetpaşa,3744.27,150.28,2699.16
2022-01-03 07:30:00,Sanayi,16600.66,111.52,48.69
2022-01-03 08:00:00,Çaydaçıra,6105.64,266.48,2896.08
2022-01-03 08:00:00,İzzetpaşa,4392.67,187.42,2681.09
2022-01-03 08:00:00,Sanayi,17536.26,108.11,46.34
2022-01-03 08:30:00,Çaydaçıra,5100.49,295.34,3122.24
2022-01-03 08:30:00,İzzetpaşa,4841.84,229.23,2629.72
2022-01-03 08:30:00,Sanayi,21895.13,120.72,49.35
2022-01-03 09:00:00,Çaydaçıra,5297.26,289.55,2693.77
2022-01-03 09:00:00,İzzetpaşa,4659.79,215.96,2370.28
2022-01-03 09:00:00,Sanayi,18127.52,129.99,53.16
2022-01-03 09:30:00,Çaydaçıra,4152.3,308.54,2733.62
2022-01-03 09:30:00,İzzetpaşa,3826.72,240.94,2456.01
2022-01-03 09:30:00,Sanayi,19249.34,128.67,48.82
2022-01-03 10:00:00,Çaydaçıra,3092.99,249.05,2938.07
2022-01-03 10:00:00,İzzetpaşa,3434.59,246.54,2708.27
2022-01-03 10:00:00,Sanayi,20268.64,137.24,49.2
2022-01-03 10:30:00,Çaydaçıra,2729.2,167.17,2760.74
2022-01-03 10:30:00,İzzetpaşa,3041.85,245.01,2416.49
2022-01-03 10:30:00,Sanayi,17826.17,124.29,49.82
2022-01-03 11:00:00,Çaydaçıra,3214.8,89.22,3117.17
2022-01-03 11:00:00,İzzetpaşa,2165.21,193.23,2417.48
2022-01-03 11:00:00,Sanayi,19536.97,111.64,50.95
2022-01-03 11:30:00,Çaydaçıra,2866.19,103.47,2596.62
2022-01-03 11:30:00,İzzetpaşa,2311.76,147.88,2557.95
2022-01-03 11:30:00,Sanayi,21462.7,108.75,47.3
2022-01-03 12:00:00,Çaydaçıra,3284.64,105.58,2969.99
2022-01-03 12:00:00,İzzetpaşa,2350.32,70.02,2562.14
2022-01-03 12:00:00,Sanayi,23279.55,120.31,52.63
2022-01-03 12:30:00,Çaydaçıra,3418.0,96.19,2901.46
2022-01-03 12:30:00,İzzetpaşa,2040.06,70.98,2460.81
2022-01-03 12:30:00,Sanayi,18781.08,121.63,52.97
2022-01-03 13:00:00,Çaydaçıra,3195.97,99.28,2822.04
2022-01-03 13:00:00,İzzetpaşa,2238.21,73.53,2287.41
2022-01-03 13:00:00,Sanayi,19316.79,129.97,51.57
2022-01-03 13:30:00,Çaydaçıra,3278.7,99.37,2761.96
2022-01-03 13:30:00,İzzetpaşa,2269.57,62.05,2452.13
2022-01-03 13:30:00,Sanayi,20098.73,117.74,47.49
2022-01-03 14:00:00,Çaydaçıra,2929.74,90.95,2762.63
2022-01-03 14:00:00,İzzetpaşa,2332.88,72.82,2529.77
2022-01-03 14:00:00,Sanayi,20369.12,123.58,48.85
2022-01-03 14:30:00,Çaydaçıra,2992.25,116.04,2795.49
2022-01-03 14:30:00,İzzetpaşa,2013.11,83.75,2419.5
2022-01-03 14:30:00,Sanayi,22487.49,103.11,51.67
2022-01-03 15:00:00,Çaydaçıra,2745.75,105.46,2841.46
2022-01-03 15:00:00,İzzetpaşa,2346.77,72.52,2565.82
2022-01-03 15:00:00,Sanayi,22512.02,119.98,49.74
2022-01-03 15:30:00,Çaydaçıra,3786.55,106.47,2686.07
2022-01-03 15:30:00,İzzetpaşa,2034.38,67.58,2556.26
2022-01-03 15:30:00,Sanayi,22854.33,110.03,49.23
2022-01-03 16:00:00,Çaydaçıra,2894.57,101.88,2832.58
2022-01-03 16:00:00,İzzetpaşa,2212.92,65.44,2662.75
2022-01-03 16:00:00,Sanayi,18413.45,138.65,46.57
2022-01-03 16:30:00,Çaydaçıra,4393.74,95.44,2832.89
2022-01-03 16:30:00,İzzetpaşa,2468.8,73.65,2421.72
2022-01-03 16:30:00,Sanayi,21237.72,134.32,47.98
2022-01-03 17:00:00,Çaydaçıra,4101.75,96.8,2854.66
2022-01-03 17:00:00,İzzetpaşa,3579.25,75.36,2445.65
2022-01-03 17:00:00,Sanayi,18386.73,118.33,49.52
2022-01-03 17:30:00,Çaydaçıra,6064.07,109.58,3130.15
2022-01-03 17:30:00,İzzetpaşa,3550.32,100.38,2446.25
2022-01-03 17:30:00,Sanayi,16771.16,113.6,48.63
2022-01-03 18:00:00,Çaydaçıra,5958.02,163.19,3197.35
2022-01-03 18:00:00,İzzetpaşa,4093.5,125.0,2560.57
2022-01-03 18:00:00,Sanayi,15826.63,96.77,51.16
2022-01-03 18:30:00,Çaydaçıra,7328.5,178.37,2955.01
2022-01-03 18:30:00,İzzetpaşa,4268.28,138.19,2610.53
